listing_no,price_chf,condition,displacement,year,brand,model,mileage_km,transmission,fuel,colour,last_edited,id,mfk,drive
4634,3700,Geringe Gebrauchsspuren ,125,1999,YAMAHA,NA,19000,Schaltgetriebe,Benzin,NA,2022-09-02,44616354,yes,NA
4635,12390,Neu ,750,2022,HUSQVARNA,701 Supermoto,0,NA,NA,Weiss,2022-08-20,44616369,no,NA
4636,3000,NA,350,1982,MONNIER-HONDA,enduro,0,Schaltgetriebe,Benzin,Weiss,2022-08-20,44614543,no,Kette
4637,6500,Geringe Gebrauchsspuren ,600,2009,SUZUKI,GSR 600 A,16100,NA,NA,Weiss,2022-08-20,44616267,no,NA
4639,9550,Neu ,750,2022,HONDA,NC 750 XA ABS,0,NA,NA,Schwarz,2022-08-20,44616186,no,NA
4640,3200,Geringe Gebrauchsspuren ,125,2007,HONDA,Cbr,17000,Schaltgetriebe,Benzin,NA,2022-08-20,44616195,no,NA
4641,5500,Geringe Gebrauchsspuren ,600,2009,SUZUKI,GSR 600 A,16100,NA,NA,Weiss,2022-08-20,44616136,no,NA
4642,8500,Geringe Gebrauchsspuren ,800,2016,KAWASAKI,W800,16000,NA,NA,Schwarz,2022-08-20,44616078,no,NA
4643,19500,Neuwertig ,1800,2017,HARLEY-DAVIDSON,FLHXS,65100,NA,NA,Grau,2022-08-20,44615981,yes,NA
4644,6480,Neu ,125,2022,APRILIA,RS 125 ABS,0,NA,NA,Blau,2022-08-20,44616006,no,NA
4645,11790,Neu ,350,2022,HUSQVARNA,TE 300 i 2T,0,NA,NA,Weiss,2022-08-20,44615991,no,NA
4646,19500,Neu ,1800,2017,HARLEY-DAVIDSON,FLHXS,65100,NA,NA,NA,2022-08-20,44615904,yes,NA
4647,4500,Geringe Gebrauchsspuren ,750,2009,APRILIA,Dorsoduro 750 SMV,32545,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44615846,yes,Hinterradantrieb
4648,7800,Geringe Gebrauchsspuren ,900,2012,DUCATI,796 Monster ABS,19100,NA,NA,NA,2022-08-20,44615867,no,NA
4649,2000,Geringe Gebrauchsspuren ,350,1999,MONNIER-HONDA,400 R enduro,0,Schaltgetriebe,Benzin,Rot,2022-08-20,44614341,no,Kette
4650,1500,NA,125,1982,KTM,enduro gs 125,0,Schaltgetriebe,Benzin,Weiss,2022-08-20,44614447,no,Kette
4651,12880,Neu ,750,2022,KTM,690 Enduro R,0,NA,NA,Orange,2022-08-20,44615832,no,NA
4652,7850,Neu ,900,2016,YAMAHA,XSR 900,39000,NA,NA,Blau,2022-08-20,44553567,yes,Kette
4653,3390,Neu ,125,2022,HONDA,CBF 125 M,1,Schaltgetriebe,Benzin,Rot,2022-08-20,44615824,yes,Kette
4654,3900,Geringe Gebrauchsspuren ,500,2004,HONDA,CBF 500,38300,NA,NA,Blau,2022-08-20,44615716,no,NA
4655,5900,Geringe Gebrauchsspuren ,500,2013,HONDA,CB 500 F ABS,20300,NA,NA,Weiss,2022-08-20,44615700,no,NA
4656,6900,Neuwertig ,600,2019,HONDA,CB650F,3000,Schaltgetriebe,Benzin,Bordeaux,2022-08-20,44615638,no,NA
4657,6900,Neuwertig ,900,2019,KAWASAKI,Z900,10300,Schaltgetriebe,Benzin,Bordeaux,2022-08-20,44615678,no,NA
4658,8900,Geringe Gebrauchsspuren ,750,2019,KAWASAKI,Vulcan S,6800,NA,NA,Grau,2022-08-20,44615585,no,NA
4659,5790,Neuwertig ,500,2016,HONDA,CB 500 FA ABS,14350,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44615595,yes,Kette
4660,4500,Neuwertig ,750,2014,HARLEY-DAVIDSON,XG750,9000,Schaltgetriebe,Benzin,NA,2022-08-20,44615533,yes,NA
4661,9900,Geringe Gebrauchsspuren ,900,2018,YAMAHA,MT-09 SP ABS,9100,NA,NA,NA,2022-08-20,44615544,no,NA
4662,3333,Geringe Gebrauchsspuren ,350,2015,NA,NA,40000,NA,NA,NA,2022-08-23,44615532,yes,NA
4663,8890,Neuwertig ,750,2021,HONDA,NC 750 X,4750,Schaltgetriebe,Benzin,Weiss,2022-08-20,44615536,yes,Kette
4664,3350,Geringe Gebrauchsspuren ,350,2015,NA,NA,20000,NA,NA,NA,2022-08-23,44615430,yes,NA
4665,7500,Geringe Gebrauchsspuren ,800,2013,BMW,F 800 R ABS,16500,NA,NA,Schwarz,2022-08-20,44615429,no,NA
4666,12900,Geringe Gebrauchsspuren ,1300,2012,HARLEY-DAVIDSON,XL 1200X Sportster Forty-Eight,7200,NA,NA,Schwarz,2022-08-20,44615386,no,NA
4667,6900,Neu ,750,2022,SUZUKI,SV 650 A,0,NA,NA,Silber,2022-08-20,44615301,no,NA
4668,7500,Geringe Gebrauchsspuren ,1000,2017,DUCATI,950,33600,NA,Benzin,Rot,2022-09-02,44466927,yes,NA
4669,6500,Geringe Gebrauchsspuren ,500,2018,HONDA,CMX500 Rebel ABS,10850,Schaltgetriebe,Benzin,Grau,2022-08-20,44615253,yes,Kette
4670,13800,Geringe Gebrauchsspuren ,1500,2007,HARLEY-DAVIDSON,FLSTF,44600,NA,NA,Schwarz,2022-08-20,44615239,no,NA
4671,12380,Neu ,750,2022,HUSQVARNA,701 Enduro,0,NA,NA,Weiss,2022-08-20,44615191,no,NA
4672,7000,Geringe Gebrauchsspuren ,750,2014,HONDA,NC 750 SA ABS,16500,NA,NA,Weiss,2022-08-20,44615151,no,NA
4673,5000,Neuwertig ,500,2018,HONDA,Cb 500,15000,Schaltgetriebe,Benzin,Grau,2022-08-25,44614666,no,Kette
4674,8300,Geringe Gebrauchsspuren ,750,2015,KAWASAKI,Vulcan S,27800,NA,NA,Schwarz,2022-08-20,44615095,no,NA
4675,6500,Geringe Gebrauchsspuren ,750,2014,HONDA,NC 750 SA ABS,16500,NA,NA,Weiss,2022-08-20,44615077,no,NA
4677,11200,Geringe Gebrauchsspuren ,1300,2014,KTM,Superduke,19000,NA,NA,NA,2022-08-20,44614977,no,NA
4678,5900,Geringe Gebrauchsspuren ,600,2006,SUZUKI,GSX-R 600,23800,NA,NA,Weiss,2022-08-20,44614968,no,NA
4679,11500,Neu ,800,2020,TRIUMPH,Street triple rs,13000,NA,NA,NA,2022-08-20,44614928,no,Kette
4680,8790,Neu ,750,2022,SUZUKI,DL 650 A V-Strom,0,NA,NA,Schwarz,2022-08-20,44614941,no,NA
4681,3800,Neu ,750,2012,HONDA,NC 700 X ABS,2500,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44137771,yes,Kette
4682,3590,Neuwertig ,125,2021,HONDA,HONDA CB 125 R,3400,Schaltgetriebe,Benzin,Schwarz,2022-09-02,44614902,yes,Kette
4683,3900,Geringe Gebrauchsspuren ,500,1990,KAWASAKI,EN 500,38100,NA,NA,Rot,2022-08-20,44614873,no,NA
4684,6000,Neuwertig ,350,2019,YAMAHA,YZF R3,1581,NA,NA,NA,2022-08-20,44614006,no,NA
4685,7800,Geringe Gebrauchsspuren ,1000,2006,YAMAHA,YZF-R1,38400,NA,NA,Rot,2022-08-20,44614743,no,NA
4686,9500,Geringe Gebrauchsspuren ,1200,2012,DUCATI,Monster 1100 evo,20700,NA,NA,Schwarz,2022-08-20,44614726,no,NA
4687,8500,Geringe Gebrauchsspuren ,750,2019,KAWASAKI,Vulcan S,6800,NA,NA,Grau,2022-08-20,44614590,no,NA
4688,8900,Geringe Gebrauchsspuren ,1200,2014,KAWASAKI,Z1000SX ABS,20900,NA,NA,Grau,2022-08-20,44614588,no,NA
4689,6500,Geringe Gebrauchsspuren ,750,2016,YAMAHA,XSR 700,18500,Schaltgetriebe,Benzin,Grau,2022-08-23,44614489,no,Kette
4690,3900,Geringe Gebrauchsspuren ,500,2003,KAWASAKI,ER-5,43100,NA,NA,Beige,2022-08-20,44614508,no,NA
4691,12500,Geringe Gebrauchsspuren ,1000,2017,HONDA,CRF 1000 L Africa Twin DCT ABS,4100,NA,NA,Schwarz,2022-08-20,44614477,no,NA
4692,5600,Neuwertig ,1200,2004,NA,NA,48000,NA,NA,NA,2022-08-20,44614403,yes,NA
4694,5990,Neu ,500,2017,HONDA,CB500FA,8500,Schaltgetriebe,Benzin,Schwarz,2022-08-26,44614255,no,Kette
4695,2900,Geringe Gebrauchsspuren ,1000,1996,HONDA,CBR 1000 F,60600,NA,NA,Schwarz,2022-08-20,44614408,no,NA
4696,5300,Geringe Gebrauchsspuren ,750,2010,KAWASAKI,ER-6n,14100,NA,NA,Grün,2022-08-20,44614298,no,NA
4697,6490,Neu ,125,2022,KTM,125 Duke ABS,0,NA,NA,Grau,2022-08-20,44614274,no,NA
4698,13500,Neuwertig ,1500,2013,HARLEY-DAVIDSON,Softail Heritage,28000,NA,NA,Braun,2022-09-02,44614175,yes,NA
4699,4900,Geringe Gebrauchsspuren ,750,2010,KAWASAKI,ER-6n,14100,NA,NA,Grün,2022-08-20,44614187,no,NA
4700,12880,Neu ,750,2022,KTM,690 SMC R ABS,0,NA,NA,NA,2022-08-20,44614139,no,NA
4701,12900,Geringe Gebrauchsspuren ,1500,2011,HARLEY-DAVIDSON,FXDF,10100,NA,NA,Weiss,2022-08-20,44614088,no,NA
4702,12380,Neu ,750,2022,KTM,690 SMC R ABS,0,NA,NA,NA,2022-08-20,44614041,no,NA
4703,1700,Geringe Gebrauchsspuren ,750,1988,HONDA,CBX,70000,Schaltgetriebe,Benzin,Blau,2022-08-25,44561177,no,Kette
4704,8500,Geringe Gebrauchsspuren ,750,2021,KAWASAKI,Z650,4100,NA,NA,Schwarz,2022-08-20,44613985,no,NA
4705,8300,Geringe Gebrauchsspuren ,750,2018,KAWASAKI,Z650 ABS,13900,NA,NA,Grau,2022-08-20,44613896,no,NA
4706,8500,Neu ,900,2018,YAMAHA,Mt09,13000,Automatik,Benzin,Blau,2022-08-20,44613836,yes,NA
4707,7900,Geringe Gebrauchsspuren ,800,2009,BMW,F 800 GS ABS,16000,NA,NA,Grau,2022-08-20,44613795,no,NA
4708,6750,Neuwertig ,800,2019,BMW,F 800 R,7500,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44613559,yes,Kette
4709,7900,Geringe Gebrauchsspuren ,750,2015,KAWASAKI,Vulcan S,27600,NA,NA,NA,2022-08-20,44613750,no,NA
4710,2600,Geringe Gebrauchsspuren ,600,2006,YAMAHA,MT03,25652,Schaltgetriebe,Benzin,Schwarz,2022-08-20,43355870,no,Kette
4711,5500,Geringe Gebrauchsspuren ,350,2016,YAMAHA,YZF-R3 ABS,12000,NA,NA,Blau,2022-08-20,44613701,no,NA
4712,5500,Geringe Gebrauchsspuren ,900,2011,APRILIA,"NA 850 Mana GT",32000,NA,NA,Schwarz,2022-08-20,44613620,no,NA
4713,5800,Geringe Gebrauchsspuren ,750,2012,SUZUKI,GSR 750 A,65900,NA,NA,Schwarz,2022-08-20,44613519,no,NA
4715,4500,Geringe Gebrauchsspuren ,500,2014,KTM,390 Duke ABS,35600,NA,NA,Weiss,2022-08-20,44613466,no,NA
4716,4900,Geringe Gebrauchsspuren ,750,2012,SUZUKI,GSR 750 A,65900,NA,NA,Schwarz,2022-08-20,44613420,no,NA
4717,8800,Geringe Gebrauchsspuren ,750,2018,MOTO GUZZI,V7 750 Special ABS,2300,NA,NA,Blau,2022-08-20,44613339,no,NA
4718,5900,Geringe Gebrauchsspuren ,750,2005,SUZUKI,GSX-R 750,29100,NA,NA,NA,2022-08-20,44613311,no,NA
4719,5900,Geringe Gebrauchsspuren ,750,2007,YAMAHA,MT-03,16400,NA,NA,Weiss,2022-08-20,44613206,no,NA
4720,5000,Geringe Gebrauchsspuren ,900,2003,SACHS,Roadster 800 V2,10900,NA,NA,NA,2022-08-20,44613184,no,NA
4721,9390,Neu ,750,2022,KAWASAKI,Versys 650 ABS,0,NA,NA,Weiss,2022-08-20,44613112,no,NA
4722,7500,Geringe Gebrauchsspuren ,750,2008,MOTO GUZZI,V7 750 Classic,12000,NA,NA,Weiss,2022-08-20,44613074,no,NA
4723,13500,Geringe Gebrauchsspuren ,1200,2017,BMW,R nine T Pure ABS,7000,NA,NA,Grau,2022-08-20,44613054,no,NA
4724,12500,Geringe Gebrauchsspuren ,900,2018,TRIUMPH,Street Scrambler 900i ABS,13200,NA,NA,Schwarz,2022-08-20,44612991,no,NA
4725,12900,Geringe Gebrauchsspuren ,1200,2017,BMW,R 1200 R,6800,NA,NA,Schwarz,2022-08-20,44612987,no,NA
4726,5900,Geringe Gebrauchsspuren ,900,2002,KAWASAKI,VN 800,41200,NA,NA,Grau,2022-08-20,44612934,no,NA
4727,11850,Neu ,900,2022,KAWASAKI,Z 900rs,6000,Schaltgetriebe,Benzin,Grün,2022-08-24,44612881,yes,Kette
4728,11900,Geringe Gebrauchsspuren ,900,2018,TRIUMPH,Street Scrambler 900i ABS,13200,NA,NA,Schwarz,2022-08-20,44612904,no,NA
4729,7900,Geringe Gebrauchsspuren ,1200,2008,BMW,R 1200 R ABS,18900,NA,NA,Schwarz,2022-08-20,44612887,no,NA
4730,6900,Geringe Gebrauchsspuren ,1000,2013,YAMAHA,XVS 950 A,48900,NA,NA,Schwarz,2022-08-20,44612845,no,NA
4731,5900,Geringe Gebrauchsspuren ,750,2007,KAWASAKI,Z750,36900,NA,NA,Grau,2022-08-20,44612846,no,NA
4732,8900,Geringe Gebrauchsspuren ,600,2012,HONDA,CBR 600 RA,15100,NA,NA,NA,2022-08-20,44612803,no,NA
4733,3200,Geringe Gebrauchsspuren ,600,2011,SUZUKI,GSr 600 À,49800,NA,NA,NA,2022-08-27,44612763,no,NA
4734,6500,Geringe Gebrauchsspuren ,1000,2013,YAMAHA,XVS 950 A,48900,NA,NA,Schwarz,2022-08-20,44612784,no,NA
4735,6500,Geringe Gebrauchsspuren ,500,2013,KAWASAKI,KLX 450 F,999999,NA,NA,Grau,2022-08-20,44612712,no,NA
4736,7900,Geringe Gebrauchsspuren ,350,2015,KTM,350 EXC-F,10300,NA,NA,Orange,2022-08-20,44612667,no,NA
4737,4950,Neuwertig ,1500,1993,HONDA,GL 1500SE,128300,Schaltgetriebe,Benzin,Mehrfarbig,2022-08-24,44612655,yes,Antriebswelle / Kardanwelle
4738,8900,Geringe Gebrauchsspuren ,1200,2001,BMW,R 1200 C,32200,NA,NA,Blau,2022-08-20,44612634,no,NA
4739,9900,Geringe Gebrauchsspuren ,900,2017,DUCATI,821 Monster ABS,14200,NA,NA,NA,2022-08-20,44612584,no,NA
4740,3500,Neuwertig ,1000,2004,YAMAHA,FZS FAZER,34000,Schaltgetriebe,Benzin,Blau,2022-08-20,44612583,yes,Kette
4741,3900,Geringe Gebrauchsspuren ,1200,2001,YAMAHA,XJR 1200,55700,NA,NA,Grau,2022-08-20,44612556,no,NA
4742,4200,Geringe Gebrauchsspuren ,750,2008,KAWASAKI,ER-6n ABS,39200,NA,NA,Orange,2022-08-20,44612547,no,NA
4743,5700,Geringe Gebrauchsspuren ,1000,2008,APRILIA,Tuono 1000 R,32800,NA,NA,Blau,2022-08-20,44612532,no,NA
4744,8900,Geringe Gebrauchsspuren ,800,2016,KAWASAKI,W800,7500,NA,NA,Blau,2022-08-20,44612520,no,NA
4745,5000,Geringe Gebrauchsspuren ,1000,2008,HONDA,CB1000 RA,51573,Schaltgetriebe,Benzin,Anthrazit,2022-08-20,44536422,yes,NA
4746,9900,Neu ,800,2022,KAWASAKI,W 800 Street,0,NA,NA,Schwarz,2022-08-20,44612500,no,NA
4747,7100,Geringe Gebrauchsspuren ,800,2010,DUCATI,Hypermotard 796,12000,Schaltgetriebe,Benzin,Weiss,2022-08-20,43749040,yes,Kette
4748,2500,Neuwertig ,900,1998,YAMAHA,TDM 850,76222,NA,Benzin,Mehrfarbig,2022-08-24,44307418,yes,Kette
4749,14900,Geringe Gebrauchsspuren ,1500,2014,VICTORY,Judge,12900,NA,NA,Rot,2022-08-20,44612477,no,NA
4750,8900,Geringe Gebrauchsspuren ,1200,2008,DUCATI,1098 S Superbike,14600,NA,NA,NA,2022-08-20,44612461,no,NA
4751,13500,Geringe Gebrauchsspuren ,1200,2018,TRIUMPH,Speed Triple 1050 S,17200,NA,NA,Schwarz,2022-08-20,44612444,no,NA
4752,8900,Geringe Gebrauchsspuren ,1200,2000,BMW,R 1200 C,36900,NA,NA,Blau,2022-08-20,44612427,no,NA
4753,5500,Geringe Gebrauchsspuren ,1000,2009,KAWASAKI,Z1000,68400,NA,NA,NA,2022-08-20,44612419,no,NA
4754,11900,Geringe Gebrauchsspuren ,1800,2007,HONDA,GL 1800A Gold Wing,83300,NA,NA,Rot,2022-08-20,44612404,no,NA
4755,8900,Geringe Gebrauchsspuren ,750,2018,HONDA,NC 750 SA ABS,5200,NA,NA,Weiss,2022-08-20,44612399,no,NA
4756,13500,Geringe Gebrauchsspuren ,1200,2017,BMW,R nine T Urban ABS,5900,NA,NA,Weiss,2022-08-20,44612392,no,NA
4757,3900,Geringe Gebrauchsspuren ,600,1996,YAMAHA,XV 535,22300,NA,NA,Blau,2022-08-20,44612386,no,NA
4758,15900,NA,NA,2018,BMW,R 1200 GS Adventure ABS,30570,Schaltgetriebe,Benzin,Mehrfarbig,2022-08-20,44612325,yes,Hinterradantrieb
4759,13500,NA,NA,2020,TRIUMPH,Scrambler 1200 XE,15400,Schaltgetriebe,Benzin,Weiss,2022-08-20,44612324,yes,Hinterradantrieb
4760,9850,NA,NA,2020,DUCATI,Monster 821,6000,Schaltgetriebe,Benzin,Rot,2022-08-20,44612323,yes,Hinterradantrieb
4761,2490,NA,NA,1998,YAMAHA,XV 125 Virago,22000,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612319,no,Hinterradantrieb
4762,2550,NA,NA,1998,YAMAHA,XV 1100 Virago Interstate,41000,Schaltgetriebe,Benzin,Schwarz,2022-08-31,44612318,yes,Hinterradantrieb
4763,4750,NA,NA,2014,HONDA,CB 650 F ABS,10000,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612317,yes,Hinterradantrieb
4764,3750,NA,NA,2013,HONDA,CB 500 FA ABS,10500,Schaltgetriebe,Benzin,Weiss,2022-09-04,44612313,no,Hinterradantrieb
4765,9900,NA,NA,2019,HONDA,CRF 1000AD DTC  Adventure Africa Twin,7000,Automatik,Benzin,Weiss,2022-08-29,44612312,no,Hinterradantrieb
4766,4700,NA,NA,1995,HONDA,VT 1100 C2 S-W Shadow,44000,Schaltgetriebe,Benzin,Rot,2022-08-20,44612311,no,Hinterradantrieb
4767,9090,NA,NA,2022,TRIUMPH,Tiger Sport 660,2400,Schaltgetriebe,Benzin,Rot,2022-08-24,44612310,yes,Hinterradantrieb
4768,5790,NA,NA,2022,NA,350 GK,10,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612309,yes,NA
4769,6300,NA,NA,2015,YAMAHA,MT-09 ABS,7943,Schaltgetriebe,Benzin,Grau,2022-08-20,44612308,no,Hinterradantrieb
4770,4390,NA,NA,2022,NA,125 G1,10,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612307,yes,NA
4771,2990,NA,NA,2007,HONDA,CBF 250,6222,Schaltgetriebe,Benzin,Schwarz,2022-09-02,44612306,yes,Hinterradantrieb
4772,7990,NA,NA,2022,CF MOTO,650 NK,2,Schaltgetriebe,Benzin,Weiss,2022-08-25,44612305,yes,Hinterradantrieb
4773,13990,NA,NA,2022,CF MOTO,800 MT Touring,2,Schaltgetriebe,Benzin,Blau,2022-08-20,44612304,yes,Hinterradantrieb
4774,6240,NA,NA,2022,YAMAHA,MT-125 ABS,1,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612303,yes,Hinterradantrieb
4775,10340,NA,NA,2022,YAMAHA,XSR 700 XTribute,1,Schaltgetriebe,Benzin,Silber,2022-08-20,44612302,yes,Hinterradantrieb
4776,9540,NA,NA,2022,YAMAHA,XSR 700,1,Schaltgetriebe,Benzin,Weiss,2022-08-20,44612301,yes,Hinterradantrieb
4777,10340,NA,NA,2021,YAMAHA,MT-09,1,Schaltgetriebe,Benzin,Blau,2022-08-20,44612300,yes,Hinterradantrieb
4778,6940,NA,NA,2022,YAMAHA,MT-03 ABS,1,Schaltgetriebe,Benzin,Blau,2022-08-20,44612299,yes,Hinterradantrieb
4779,12340,NA,NA,2022,YAMAHA,Tenere 700 ABS,1,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612298,yes,Hinterradantrieb
4780,12340,NA,NA,2021,YAMAHA,MT-09 SP,1,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612297,yes,Hinterradantrieb
4781,6940,NA,NA,2022,YAMAHA,MT-03 ABS,1,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612296,yes,Hinterradantrieb
4782,9540,NA,NA,2022,YAMAHA,XSR 700,1,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612295,yes,Hinterradantrieb
4783,7490,NA,NA,2010,YAMAHA,XV 1900 Midnight Star,62200,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612294,no,Hinterradantrieb
4784,3990,NA,NA,2011,BMW,F 800 R,39000,Schaltgetriebe,Benzin,Grau,2022-08-20,44612293,no,Hinterradantrieb
4785,42200,NA,NA,2008,HARLEY-DAVIDSON,VRSCDX Night Rod Special ABS,8860,Schaltgetriebe,Benzin,Anthrazit,2022-08-31,44612292,yes,Hinterradantrieb
4786,29880,NA,NA,2016,HARLEY-DAVIDSON,FLHX Street Glide Special ABS,4150,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612291,no,Hinterradantrieb
4787,42500,NA,NA,2008,HARLEY-DAVIDSON,VRSCD Night Rod,6300,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612287,yes,Hinterradantrieb
4788,3900,NA,NA,1983,HONDA,CM 125 C C,44030,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612286,yes,Hinterradantrieb
4789,10500,NA,NA,2022,YAMAHA,Tenere 700,3500,Schaltgetriebe,Benzin,Blau,2022-08-20,44612279,yes,Hinterradantrieb
4790,7950,NA,NA,2013,HONDA,VFR 1200 X DTC,14000,Automatik,Benzin,Schwarz,2022-08-20,44612276,no,Hinterradantrieb
4791,9900,NA,NA,2014,BMW,R 1200 R ABS,5000,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612275,no,Hinterradantrieb
4792,6490,NA,NA,2008,DUCATI,848 Superbike,33958,Schaltgetriebe,Benzin,Weiss,2022-08-27,44612274,no,Hinterradantrieb
4793,6500,NA,NA,1996,KAWASAKI,Zephyr 1100,74000,Schaltgetriebe,Benzin,Orange,2022-08-20,44612272,no,Hinterradantrieb
4794,11900,NA,NA,2014,HARLEY-DAVIDSON,FXDB Dyna Street Bob 103 ABS,40530,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612269,yes,Hinterradantrieb
4795,6500,NA,NA,2013,YAMAHA,XVS 950 A,48900,NA,NA,Schwarz,2022-08-20,44612268,no,NA
4796,11500,NA,NA,2019,TRIUMPH,Scrambler 1200 XC,2270,Schaltgetriebe,Benzin,Grün,2022-08-20,44612267,yes,Hinterradantrieb
4797,6500,NA,NA,2016,DUCATI,Scrambler 800 Icon,11331,Schaltgetriebe,Benzin,Gelb,2022-08-20,44612266,no,Hinterradantrieb
4798,6590,NA,NA,2022,KAWASAKI,Z 400 ABS,1,Schaltgetriebe,Benzin,Grün,2022-08-20,44612265,yes,Hinterradantrieb
4799,7950,NA,NA,2010,YAMAHA,FJR 1300 A ABS,16900,Schaltgetriebe,Benzin,Grau,2022-08-20,44612263,no,Hinterradantrieb
4800,43700,NA,NA,2022,HARLEY-DAVIDSON,FLTRXSE Road Glide Special 117 CVO,500,Schaltgetriebe,Benzin,Blau,2022-08-20,44612261,yes,Hinterradantrieb
4801,16900,NA,NA,2021,HARLEY-DAVIDSON,RH 1250 Sportster S,200,Schaltgetriebe,Benzin,Bordeaux,2022-08-20,44612260,yes,Hinterradantrieb
4802,15000,NA,NA,2017,BMW,R 1200 GS Adventure ABS,30000,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612258,no,Hinterradantrieb
4803,19900,NA,NA,2021,BMW,R 1250 GS,16867,Schaltgetriebe,Benzin,Weiss,2022-08-20,44612254,yes,Hinterradantrieb
4804,9990,NA,NA,2020,BMW,F 900 XR,12620,Schaltgetriebe,Benzin,Weiss,2022-08-20,44612253,yes,Hinterradantrieb
4805,14360,NA,NA,2022,BMW,F 850 GS,5,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612252,yes,Hinterradantrieb
4806,24030,NA,NA,2022,BMW,R 1250 GS,5,Schaltgetriebe,Benzin,Weiss,2022-08-20,44612251,yes,Hinterradantrieb
4807,24010,NA,NA,2022,BMW,R 18,2,Schaltgetriebe,Benzin,Silber,2022-08-20,44612249,yes,Hinterradantrieb
4808,31570,NA,NA,2022,BMW,S 1000 RR ///M Paket,2,Schaltgetriebe,Benzin,Weiss,2022-09-04,44612248,yes,Hinterradantrieb
4809,11670,NA,NA,2022,BMW,F 750 GS,3,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612247,yes,Hinterradantrieb
4810,25000,NA,NA,2022,BMW,R 1250 GS,2,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612246,yes,Hinterradantrieb
4811,11990,NA,NA,2022,BMW,F 750 GS mit tiefer Sitzbank,1,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612245,yes,Hinterradantrieb
4812,8900,NA,NA,2020,MOTO GUZZI,V7 III Stone 750 Night Pack ABS,750,Schaltgetriebe,Benzin,Gelb,2022-08-25,44612244,yes,Hinterradantrieb
4813,3499,NA,NA,2021,NA,NA,1010,Schaltgetriebe,Benzin,Silber,2022-08-25,44612241,yes,NA
4814,10900,NA,NA,2019,HARLEY-DAVIDSON,XL 883 N Sportster Iron ABS,3700,Schaltgetriebe,Benzin,Schwarz,2022-08-22,44612240,yes,Hinterradantrieb
4815,8900,NA,NA,2019,TRIUMPH,Street Triple S 660 ABS,7230,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612239,yes,Hinterradantrieb
4816,8900,NA,NA,2011,KTM,990 Adventure Dakar,33095,Schaltgetriebe,Benzin,Blau,2022-08-20,44612237,yes,Hinterradantrieb
4817,7200,NA,NA,2022,YAMAHA,MT-07 (35KW),2900,Schaltgetriebe,Benzin,Grau,2022-09-03,44612236,yes,Hinterradantrieb
4818,10999,NA,NA,2015,TRIUMPH,Daytona 675 R ABS,22145,Schaltgetriebe,Benzin,Anthrazit,2022-09-01,44612235,yes,Hinterradantrieb
4819,5499,NA,NA,2017,HONDA,CBR 500 RA  ABS,9774,Schaltgetriebe,Benzin,Weiss,2022-08-29,44612234,yes,Hinterradantrieb
4820,6690,NA,NA,2012,MOTO GUZZI,V7 Special 750,8700,Schaltgetriebe,Benzin,Weiss,2022-08-20,44612232,no,Hinterradantrieb
4821,15000,NA,NA,2018,BMW,S 1000 RR ABS + DTC,24000,Schaltgetriebe,Benzin,Weiss,2022-09-01,44612231,no,Hinterradantrieb
4822,8700,NA,NA,2020,HARLEY-DAVIDSON,XG 750 Street Rod,6500,Schaltgetriebe,Benzin,Weiss,2022-08-20,44612230,yes,Hinterradantrieb
4823,23000,NA,NA,2017,Indian,Roadmaster,8600,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612229,no,Hinterradantrieb
4824,6800,NA,NA,2015,TRIUMPH,Tiger 800 XRx ABS,37500,Schaltgetriebe,Benzin,Schwarz,2022-08-20,44612228,yes,Hinterradantrieb
4825,21900,NA,NA,2020,Indian,Roadmaster,32924,Schaltgetriebe,Benzin,Braun,2022-08-25,44612227,yes,Hinterradantrieb
4826,26500,NA,NA,2020,Indian,Challenger Dark Horse,1000,Schaltgetriebe,Benzin,Beige,2022-08-25,44612226,yes,Hinterradantrieb
